Action,Time,ISIN,Ticker,Name,Notes,ID,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Currency conversion from amount,Currency (Currency conversion from amount),Currency conversion to amount,Currency (Currency conversion to amount),Currency conversion fee,Currency (Currency conversion fee)
Lending interest,2024-11-08 02:03:57.993,,,,"Share lending interest",cd207b1f-d283-4f67-a267-d12ed642a8a5,,,,,,,1.36,"EUR",,,,,,,,
Market sell,2024-11-08 14:49:37.029,US03945R1023,ACHR,"Archer Aviation",,EOF23203253929,100.0000000000,4.02,USD,1.00000,71.61,"USD",402.00,"USD",,,,,,,,
Market sell,2024-11-08 14:51:55.004,US03945R1023,ACHR,"Archer Aviation",,EOF23203255101,80.0000000000,4.00,USD,1.00000,55.69,"USD",320.00,"USD",,,,,,,,
Market sell,2024-11-08 14:54:30.128,US03945R1023,ACHR,"Archer Aviation",,EOF23203255886,200.0000000000,3.96,USD,1.00000,131.23,"USD",792.00,"USD",,,,,,,,
Market buy,2024-11-08 17:22:30.971,US83417M1045,SEDG,"SolarEdge Technologies",,EOF23203295674,20.0000000000,13.51,USD,1.00000,,"USD",270.20,"USD",,,,,,,,
Market sell,2024-11-08 18:51:31.423,US9778521024,WOLF,"Wolfspeed",,EOF23205409159,16.0000000000,9.77,USD,1.00000,16.00,"USD",156.32,"USD",,,,,,,,
Market buy,2024-11-08 18:58:12.023,US76655K1034,RGTI,"Rigetti Computing",,EOF23205410753,74.0000000000,1.56,USD,1.00000,,"USD",115.44,"USD",,,,,,,,
Interest on cash,2024-11-09 02:01:32.026,,,,"Interest on cash",dd910399-664e-46bf-b2c5-fac2f17c5415,,,,,,,0.20,"USD",,,,,,,,
Lending interest,2024-11-09 02:03:40.964,,,,"Share lending interest",94df5952-12ee-4eb0-8501-010b7777beb7,,,,,,,0.94,"EUR",,,,,,,,
Interest on cash,2024-11-10 02:01:34.587,,,,"Interest on cash",c1be4556-d9c8-404b-b150-1661101f4528,,,,,,,0.20,"USD",,,,,,,,
Lending interest,2024-11-11 02:01:29.013,,,,"Share lending interest",b96547ed-e276-439c-a432-a52dfec03df5,,,,,,,1.88,"EUR",,,,,,,,
Interest on cash,2024-11-11 02:01:36.697,,,,"Interest on cash",ce2798d3-c8e4-4e9d-afb9-b59790a9f7cd,,,,,,,0.20,"USD",,,,,,,,
Limit sell,2024-11-11 13:05:35.499,US67113Y6032,NUWE,"Nuwellis",,EOF23350639824,75.0000000000,2.61,USD,1.00000,2.15,"USD",195.75,"USD",,,,,,,,
Limit buy,2024-11-11 14:38:22.881,US83417M1045,SEDG,"SolarEdge Technologies",,EOF23355957824,50.0000000000,12.96,USD,1.00000,,"USD",648.00,"USD",,,,,,,,
Market buy,2024-11-11 15:24:12.449,US9778521024,WOLF,"Wolfspeed",,EOF23355986440,11.0000000000,8.97,USD,1.00000,,"USD",98.67,"USD",,,,,,,,
Lending interest,2024-11-12 01:59:05.253,,,,"Share lending interest",011db8f5-27eb-4f04-a6fd-54a8f2527d70,,,,,,,0.93,"EUR",,,,,,,,
Interest on cash,2024-11-12 02:01:34.557,,,,"Interest on cash",31060d0f-09a7-45b3-af8e-5083f1990cce,,,,,,,0.13,"USD",,,,,,,,
Limit buy,2024-11-12 16:20:53.73,US15118V2079,CELH,"Celsius",,EOF23404453131,10.0000000000,26.10,USD,1.00000,,"USD",261.00,"USD",,,,,,,,
Market buy,2024-11-12 17:02:55.509,US9778521024,WOLF,"Wolfspeed",,EOF23404461376,15.0000000000,8.58,USD,1.00000,,"USD",128.70,"USD",,,,,,,,
Interest on cash,2024-11-13 02:01:33.737,,,,"Interest on cash",c17fe368-dd13-4cf8-9f7b-9e466a9f29d8,,,,,,,0.08,"USD",,,,,,,,
Lending interest,2024-11-13 02:07:03.197,,,,"Share lending interest",cb795ee2-2cc9-42d7-b7c0-35eccba106d1,,,,,,,0.68,"EUR",,,,,,,,
Market buy,2024-11-13 10:34:35.575,US76954A1034,RIVN,"Rivian Automotive",,EOF23406932412,19.0000000000,12.11,USD,1.00000,,"USD",230.09,"USD",,,,,,,,
Interest on cash,2024-11-14 02:01:36.548,,,,"Interest on cash",d3cdbc89-0b71-4a46-a9b0-ae7f71b29cb2,,,,,,,0.01,"EUR",,,,,,,,
Interest on cash,2024-11-14 02:01:36.617,,,,"Interest on cash",2d3e0a84-554c-4ed1-9a71-d6a95297e908,,,,,,,0.06,"USD",,,,,,,,
Lending interest,2024-11-14 02:03:59.262,,,,"Share lending interest",bb59623b-b726-42a8-aaa5-f00832d714f8,,,,,,,0.26,"EUR",,,,,,,,
Interest on cash,2024-11-15 02:01:36.162,,,,"Interest on cash",a35529c8-3484-496c-b630-c398573fd72c,,,,,,,0.05,"USD",,,,,,,,
Lending interest,2024-11-15 02:06:59.68,,,,"Share lending interest",89d6d291-f956-4687-afd6-39a73bb383a3,,,,,,,0.39,"EUR",,,,,,,,
Interest on cash,2024-11-16 02:01:36.093,,,,"Interest on cash",814352b3-2b6c-4546-8dc1-036555fa5ebb,,,,,,,0.06,"USD",,,,,,,,
Lending interest,2024-11-16 02:09:36.367,,,,"Share lending interest",a3ca9a30-8fe2-48f1-8aa4-a43a77de74bd,,,,,,,0.47,"EUR",,,,,,,,
Interest on cash,2024-11-17 02:01:35.288,,,,"Interest on cash",d78d15d1-840b-415f-a637-29f5a498e7b7,,,,,,,0.05,"USD",,,,,,,,
Interest on cash,2024-11-18 02:01:36.641,,,,"Interest on cash",8cfb01ff-e69f-442c-b550-e98fae69f437,,,,,,,0.06,"USD",,,,,,,,
Lending interest,2024-11-18 02:11:58.035,,,,"Share lending interest",31763c85-5301-4355-b3fe-c3c5115ab7c1,,,,,,,0.94,"EUR",,,,,,,,
Interest on cash,2024-11-19 02:01:34.135,,,,"Interest on cash",87d3637a-8a8d-4527-a815-081dfc996fed,,,,,,,0.06,"USD",,,,,,,,
Lending interest,2024-11-19 02:16:17.446,,,,"Share lending interest",67c945a5-7647-4b21-b434-c13528745b15,,,,,,,0.68,"EUR",,,,,,,,
Limit buy,2024-11-19 16:49:03.745,US6549022043,NOK,"Nokia",,EOF23752917065,70.0000000000,4.05,USD,1.00000,,"USD",283.50,"USD",,,,,,,,
Limit buy,2024-11-19 16:49:03.745,US6549022043,NOK,"Nokia",,EOF23752917063,4.0000000000,4.05,USD,1.00000,,"USD",16.20,"USD",,,,,,,,
Lending interest,2024-11-20 01:57:00.566,,,,"Share lending interest",4f41abd3-a0ef-43db-9392-ec388ded1a91,,,,,,,0.62,"EUR",,,,,,,,
Interest on cash,2024-11-20 02:01:35.439,,,,"Interest on cash",3608705d-e781-4f9f-9386-5f3a7b35f35b,,,,,,,0.01,"USD",,,,,,,,
Lending interest,2024-11-21 01:59:23.747,,,,"Share lending interest",7c5325ed-befb-46ae-92e4-f816d0422503,,,,,,,0.05,"EUR",,,,,,,,
Interest on cash,2024-11-21 02:01:37.858,,,,"Interest on cash",1ae610aa-c29f-44f3-b9cb-454112aeafa9,,,,,,,0.02,"USD",,,,,,,,
Market sell,2024-11-21 03:17:09.898,US8334451098,SNOW,"Snowflake",,EOF23805559879,4.0000000000,154.21,USD,1.00000,75.83,"USD",616.84,"USD",,,,,,,,
Market sell,2024-11-21 03:17:21.93,US8334451098,SNOW,"Snowflake",,EOF23805559883,2.0000000000,154.19,USD,1.00000,37.87,"USD",308.38,"USD",,,,,,,,
Interest on cash,2024-11-22 02:01:35.252,,,,"Interest on cash",59a143b0-e4c1-48a2-a677-4a42a70d1cd5,,,,,,,0.01,"EUR",,,,,,,,
Interest on cash,2024-11-22 02:01:35.326,,,,"Interest on cash",932b7e6a-9d04-496a-9869-21302555f25e,,,,,,,0.13,"USD",,,,,,,,
Lending interest,2024-11-22 02:02:25.538,,,,"Share lending interest",b7375ff8-6d47-4977-9bc8-fb60d42460e2,,,,,,,0.31,"EUR",,,,,,,,
Market buy,2024-11-22 16:11:18.169,US9778521024,WOLF,"Wolfspeed",,EOF23902581632,20.0000000000,7.85,USD,1.00000,,"USD",157.00,"USD",,,,,,,,
Market buy,2024-11-22 16:25:12.039,US60770K1079,MRNA,"Moderna",,EOF23902585178,0.8000000000,42.09,USD,1.00000,,"USD",33.67,"USD",,,,,,,,
Lending interest,2024-11-23 01:59:35.36,,,,"Share lending interest",14aa73ab-5a94-4e80-8c67-8f3d5738dd35,,,,,,,0.25,"EUR",,,,,,,,
Interest on cash,2024-11-23 02:01:37.101,,,,"Interest on cash",bdd8445c-3b7d-4c25-98fd-ff85cb4f69d5,,,,,,,0.11,"USD",,,,,,,,
Interest on cash,2024-11-24 02:01:38.274,,,,"Interest on cash",1e8b6441-74f2-4ae0-94e8-205e2f9541cf,,,,,,,0.11,"USD",,,,,,,,
Lending interest,2024-11-25 01:56:02.019,,,,"Share lending interest",38e6a2cb-0a45-4225-b725-e6a82973ceb2,,,,,,,0.49,"EUR",,,,,,,,
Interest on cash,2024-11-25 02:01:37.816,,,,"Interest on cash",099425ee-43ba-441f-8125-d58b5aa5f881,,,,,,,0.11,"USD",,,,,,,,
Limit sell,2024-11-25 10:58:28.638,US76655K1034,RGTI,"Rigetti Computing",,EOF24050373776,54.0000000000,2.59,USD,1.00000,55.62,"USD",139.86,"USD",,,,,,,,
Market buy,2024-11-25 13:38:32.677,US60770K1079,MRNA,"Moderna",,EOF24050392221,0.2000000000,42.30,USD,1.00000,,"USD",8.46,"USD",,,,,,,,
Market buy,2024-11-25 15:05:47.585,KYG651631007,JOBY,"Joby Aviation",,EOF24054883887,1.5000000000,7.73,USD,1.00000,,"USD",11.60,"USD",,,,,,,,
Market sell,2024-11-25 16:04:53.732,US9778521024,WOLF,"Wolfspeed",,EOF24056810065,12.0000000000,9.78,USD,1.00000,17.09,"USD",117.36,"USD",,,,,,,,
Market sell,2024-11-25 19:20:32.279,US87918A1051,TDOC,"Teladoc Health",,EOF24056847538,13.0000000000,12.26,USD,1.00000,5.37,"USD",159.38,"USD",,,,,,,,
Market sell,2024-11-25 19:20:46.091,KYG651631007,JOBY,"Joby Aviation",,EOF24056847552,1.5000000000,8.25,USD,1.00000,0.78,"USD",12.38,"USD",,,,,,,,
Market buy,2024-11-25 19:21:11.869,US7170811035,PFE,"Pfizer",,EOF24056847611,6.0000000000,26.00,USD,1.00000,,"USD",156.00,"USD",,,,,,,,
Market sell,2024-11-25 19:21:45.951,US76655K1034,RGTI,"Rigetti Computing",,EOF24056847727,20.0000000000,2.72,USD,1.00000,23.20,"USD",54.40,"USD",,,,,,,,
Market buy,2024-11-25 19:22:11.484,US7170811035,PFE,"Pfizer",,EOF24056847821,2.0000000000,25.99,USD,1.00000,,"USD",51.98,"USD",,,,,,,,
Market buy,2024-11-25 19:22:28.446,US7170811035,PFE,"Pfizer",,EOF24056847871,1.0000000000,25.99,USD,1.00000,,"USD",25.99,"USD",,,,,,,,
Interest on cash,2024-11-26 02:01:34.152,,,,"Interest on cash",b434be41-bb61-4b2c-90a8-89ff3f25c328,,,,,,,0.14,"USD",,,,,,,,
Lending interest,2024-11-26 02:02:36.019,,,,"Share lending interest",8ff534a9-9625-4161-a076-d2f6dd238d9f,,,,,,,0.19,"EUR",,,,,,,,
Limit buy,2024-11-26 09:00:47.098,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF24058795325,95.0000000000,1.19,USD,1.00000,,"USD",113.05,"USD",,,,,,,,
Interest on cash,2024-11-27 02:01:37.405,,,,"Interest on cash",1bd3c370-c020-4281-a741-32533099f6d4,,,,,,,0.12,"USD",,,,,,,,
Lending interest,2024-11-27 02:06:07.787,,,,"Share lending interest",ae616d40-d244-48f7-86b1-467db03c7f06,,,,,,,0.18,"EUR",,,,,,,,
Interest on cash,2024-11-28 02:01:36.768,,,,"Interest on cash",432513cf-d9bb-4691-a2af-7d8c6366e95e,,,,,,,0.13,"USD",,,,,,,,
Lending interest,2024-11-28 02:03:25.034,,,,"Share lending interest",7872ecbc-3006-49c3-93e8-a95b41eccf72,,,,,,,0.20,"EUR",,,,,,,,
Lending interest,2024-11-29 02:03:21.295,,,,"Share lending interest",55da476c-5f72-4a91-8dd4-f1fa2631bf94,,,,,,,0.20,"EUR",,,,,,,,
Interest on cash,2024-11-29 08:06:53.897,,,,"Interest on cash",d8166534-4673-4f20-a0e6-a7280a63d1dc,,,,,,,0.01,"EUR",,,,,,,,
Interest on cash,2024-11-29 08:06:53.978,,,,"Interest on cash",2b2d6a84-4356-4b59-bea4-166d43fc632c,,,,,,,0.12,"USD",,,,,,,,
Market buy,2024-11-29 15:49:07.859,US9778521024,WOLF,"Wolfspeed",,EOF24254930239,11.5000000000,9.59,USD,1.00000,,"USD",110.29,"USD",,,,,,,,
Market buy,2024-11-29 15:49:17.802,US9778521024,WOLF,"Wolfspeed",,EOF24254930340,0.5000000000,9.58,USD,1.00000,,"USD",4.79,"USD",,,,,,,,
Deposit,2024-11-29 15:58:40.97,,,,,d167cd63-385e-4d28-a165-ff46b699f0ae,,,,,,,619.11,"EUR",,,,,,,,
Market buy,2024-11-29 15:59:27.673,US9778521024,WOLF,"Wolfspeed",,EOF24254932815,60.0000000000,9.59,USD,1.05612,,"EUR",545.64,"EUR",,,,,,,0.82,"EUR"
Market buy,2024-11-29 16:27:15.229,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF24254938696,300.0000000000,1.12,USD,1.00000,,"USD",336.00,"USD",,,,,,,,
Market buy,2024-11-29 16:27:30.229,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF24254938715,200.0000000000,1.12,USD,1.00000,,"USD",224.00,"USD",,,,,,,,
Market buy,2024-11-29 16:28:03.234,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF24254938874,66.0000000000,1.12,USD,1.00000,,"USD",73.92,"USD",,,,,,,,
Market buy,2024-11-29 16:28:39.171,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF24254938983,7.0000000000,1.12,USD,1.00000,,"USD",7.84,"USD",,,,,,,,
Interest on cash,2024-11-30 02:01:36.822,,,,"Interest on cash",ab9dd24d-5969-463f-91d2-278958596365,,,,,,,0.03,"USD",,,,,,,,
Lending interest,2024-11-30 02:03:08.134,,,,"Share lending interest",ed05551a-51c6-4f2f-a1dd-f0c27ca1196c,,,,,,,0.19,"EUR",,,,,,,,
Interest on cash,2024-12-01 02:01:39.354,,,,"Interest on cash",5b436185-ad1c-4a38-8f92-1d0fb188c4db,,,,,,,0.01,"EUR",,,,,,,,
Interest on cash,2024-12-01 02:01:39.412,,,,"Interest on cash",d9562b82-665d-4221-9b39-6bea55cd2e6a,,,,,,,0.03,"USD",,,,,,,,
Interest on cash,2024-12-02 02:01:36.49,,,,"Interest on cash",c2b6f111-c05e-4cf1-a3e6-21e9e2c6d4c7,,,,,,,0.01,"EUR",,,,,,,,
Interest on cash,2024-12-02 02:01:36.552,,,,"Interest on cash",7917be4d-86a6-44e7-a827-519d69fc26c0,,,,,,,0.03,"USD",,,,,,,,
Lending interest,2024-12-02 02:01:53.854,,,,"Share lending interest",fe4531a0-d9ab-4ce5-8a6c-55b7575fc081,,,,,,,0.41,"EUR",,,,,,,,
Dividend (Dividend),2024-12-02 11:06:12,US7170811035,PFE,"Pfizer",,,43.0000000000,0.36,USD,Not available,,,14.59,"EUR",2.71,USD,,,,,,
Market sell,2024-12-02 14:32:25.805,IE000NDWFGA5,URNU,"Global X Uranium (Acc)",,EOF24405320574,43.0000000000,18.25,USD,1.00000,41.54,"USD",784.84,"USD",,,,,,,,
Market buy,2024-12-02 14:37:50.984,US83417M1045,SEDG,"SolarEdge Technologies",,EOF24405326586,46.0000000000,15.01,USD,1.00000,,"USD",690.46,"USD",,,,,,,,
Market buy,2024-12-02 14:38:08.512,US83417M1045,SEDG,"SolarEdge Technologies",,EOF24405326834,5.0000000000,15.03,USD,1.00000,,"USD",75.15,"USD",,,,,,,,
Market buy,2024-12-02 14:38:22.808,US83417M1045,SEDG,"SolarEdge Technologies",,EOF24405326982,1.0000000000,14.96,USD,1.00000,,"USD",14.96,"USD",,,,,,,,
Market buy,2024-12-02 18:02:10.485,US76655K1034,RGTI,"Rigetti Computing",,EOF24410252602,1.0000000000,3.06,USD,1.00000,,"USD",3.06,"USD",,,,,,,,
Lending interest,2024-12-03 02:01:11.288,,,,"Share lending interest",a78d1a60-c900-4e14-a942-8c434645310b,,,,,,,0.29,"EUR",,,,,,,,
Interest on cash,2024-12-03 02:01:39.818,,,,"Interest on cash",44dfccbb-4055-4d77-9aef-b3a08bd638f4,,,,,,,0.01,"EUR",,,,,,,,
Interest on cash,2024-12-03 02:01:39.865,,,,"Interest on cash",7158b577-21d7-4f8e-a4d0-065d9602c9e1,,,,,,,0.03,"USD",,,,,,,,
Lending interest,2024-12-04 01:57:23.153,,,,"Share lending interest",9d8e802b-da0e-4c19-a192-fd42ecd7b3fa,,,,,,,0.36,"EUR",,,,,,,,
Interest on cash,2024-12-04 02:01:38.378,,,,"Interest on cash",18ef7952-9dbc-4d62-9f85-3ccd97b91c19,,,,,,,0.01,"EUR",,,,,,,,
Interest on cash,2024-12-04 02:01:38.435,,,,"Interest on cash",0076c985-f361-40d3-8078-e9b9af327304,,,,,,,0.03,"USD",,,,,,,,
Market buy,2024-12-04 16:19:54.241,US83548R4020,SONN,"Sonnet BioTherapeutics",,EOF24503512570,50.0000000000,2.06,USD,1.00000,,"USD",103.00,"USD",,,,,,,,
Market buy,2024-12-04 16:19:54.241,US83548R4020,SONN,"Sonnet BioTherapeutics",,EOF24503512571,5.0000000000,2.06,USD,1.00000,,"USD",10.30,"USD",,,,,,,,
Market sell,2024-12-04 16:30:59.131,US00202F1021,AMKBY,"AP Moller Maersk",,EOF24503514326,23.0000000000,8.46,USD,1.00000,-1.86,"USD",194.58,"USD",,,,,,,,
Market buy,2024-12-04 16:31:27.419,US83548R4020,SONN,"Sonnet BioTherapeutics",,EOF24503514376,15.0000000000,2.07,USD,1.00000,,"USD",31.05,"USD",,,,,,,,
Market buy,2024-12-04 16:34:59.765,US83548R4020,SONN,"Sonnet BioTherapeutics",,EOF24503514946,50.0000000000,2.08,USD,1.00000,,"USD",104.00,"USD",,,,,,,,
Market buy,2024-12-04 16:38:22.892,US83548R4020,SONN,"Sonnet BioTherapeutics",,EOF24503515581,32.0000000000,2.09,USD,1.00000,,"USD",66.88,"USD",,,,,,,,
Interest on cash,2024-12-05 02:01:36.043,,,,"Interest on cash",414c307e-f66b-4ac6-a052-a847264c63bf,,,,,,,0.01,"EUR",,,,,,,,
Interest on cash,2024-12-05 02:01:36.109,,,,"Interest on cash",3b17e706-76ac-45e1-ae22-4f63682104b1,,,,,,,0.01,"USD",,,,,,,,
Lending interest,2024-12-05 02:02:34.055,,,,"Share lending interest",a3065840-1d32-4b24-bad7-bbc8e2cee679,,,,,,,0.32,"EUR",,,,,,,,
Interest on cash,2024-12-06 02:01:39.113,,,,"Interest on cash",0f4c2e1e-b527-4eeb-8ae0-7e363cfeb3c5,,,,,,,0.01,"EUR",,,,,,,,
Interest on cash,2024-12-06 02:01:39.188,,,,"Interest on cash",7482a843-85e7-4705-b5db-0d087f406692,,,,,,,0.02,"USD",,,,,,,,
Lending interest,2024-12-06 02:02:58.352,,,,"Share lending interest",5e48e46d-9953-46e7-9891-11cc77499d8d,,,,,,,0.29,"EUR",,,,,,,,
Interest on cash,2024-12-07 02:01:35.853,,,,"Interest on cash",a3c66967-646c-4f46-9bab-988731b99060,,,,,,,0.01,"EUR",,,,,,,,
Interest on cash,2024-12-07 02:01:35.935,,,,"Interest on cash",9fa5a2e6-44b1-4034-a4c6-b97baa2296ec,,,,,,,0.01,"USD",,,,,,,,
Lending interest,2024-12-07 02:02:07.998,,,,"Share lending interest",d442782b-1f8f-4850-8dde-6c32f0f4b83c,,,,,,,0.23,"EUR",,,,,,,,
Interest on cash,2024-12-08 02:01:37.398,,,,"Interest on cash",5b3da8d6-c2b3-43de-aa67-2073566a47c6,,,,,,,0.01,"EUR",,,,,,,,
Interest on cash,2024-12-08 02:01:37.447,,,,"Interest on cash",b7f05dfc-77c9-4653-96f8-5a79b33b6f13,,,,,,,0.02,"USD",,,,,,,,
Lending interest,2024-12-09 01:59:47.222,,,,"Share lending interest",8b7bbee3-6b33-496f-b890-155f1b9ece73,,,,,,,0.46,"EUR",,,,,,,,
Interest on cash,2024-12-09 02:01:38.421,,,,"Interest on cash",2ab20eb3-c8be-47cd-a77d-3ecfb91a3cf2,,,,,,,0.01,"EUR",,,,,,,,
Interest on cash,2024-12-09 02:01:38.49,,,,"Interest on cash",44b12d74-191b-4777-b190-a90f26530b29,,,,,,,0.01,"USD",,,,,,,,
Limit sell,2024-12-09 13:51:25.869,US83548R4020,SONN,"Sonnet BioTherapeutics",,EOF24750830473,250.0000000000,3.00,USD,1.00000,4.49,"USD",750.00,"USD",,,,,,,,
Market buy,2024-12-09 14:49:22.41,US9314271084,WBA,"Walgreens Boots Alliance",,EOF24755055302,80.0000000000,8.85,USD,1.00000,,"USD",708.00,"USD",,,,,,,,
Market buy,2024-12-09 14:49:36.295,US9314271084,WBA,"Walgreens Boots Alliance",,EOF24755055624,7.0000000000,8.84,USD,1.00000,,"USD",61.88,"USD",,,,,,,,
Market buy,2024-12-09 15:09:20.416,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF24755066868,6.0000000000,1.19,USD,1.00000,,"USD",7.14,"USD",,,,,,,,
Market buy,2024-12-09 15:09:27.532,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF24755066890,80.0000000000,1.19,USD,1.05754,,"EUR",90.16,"EUR",,,,,,,0.14,"EUR"
Market buy,2024-12-09 15:09:55.717,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF24755067031,12.0000000000,1.19,USD,1.05777,,"EUR",13.52,"EUR",,,,,,,0.02,"EUR"
Market buy,2024-12-09 15:11:12.231,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF24755067521,1.0000000000,1.20,USD,1.06194,,"EUR",1.13,"EUR",,,,,,,,
Limit sell,2024-12-09 18:37:13.351,US15118V2079,CELH,"Celsius",,EOF24757114826,8.0000000000,31.15,USD,1.00000,19.26,"USD",249.20,"USD",,,,,,,,
Lending interest,2024-12-10 01:57:17.841,,,,"Share lending interest",a6a704db-0a26-44b8-bd73-b35209206a7a,,,,,,,0.61,"EUR",,,,,,,,
Interest on cash,2024-12-10 02:01:37.425,,,,"Interest on cash",53c5a0b7-1bfb-45a4-af05-9db1e8cb7c72,,,,,,,0.01,"EUR",,,,,,,,
Interest on cash,2024-12-10 02:01:37.501,,,,"Interest on cash",1ca26848-e1e0-448c-be44-6cf59a96dddc,,,,,,,0.04,"USD",,,,,,,,
Market buy,2024-12-10 04:18:33.175,US36467W1099,GME,"GameStop",,EOF24757139667,8.0000000000,28.15,USD,1.00000,,"USD",225.20,"USD",,,,,,,,
Market sell,2024-12-10 18:34:42.515,US9314271084,WBA,"Walgreens Boots Alliance",,EOF24803926496,63.1640000000,10.72,USD,1.00000,37.55,"USD",677.12,"USD",,,,,,,,
Market sell,2024-12-10 18:35:08.168,US9314271084,WBA,"Walgreens Boots Alliance",,EOF24803926529,5.0040000000,10.73,USD,1.00000,3.02,"USD",53.69,"USD",,,,,,,,
Market sell,2024-12-10 18:35:08.419,US9314271084,WBA,"Walgreens Boots Alliance",,EOF24803926533,0.0010000000,10.73,USD,1.00000,0.00,"USD",0.01,"USD",,,,,,,,
Market sell,2024-12-10 18:35:37.682,US9314271084,WBA,"Walgreens Boots Alliance",,EOF24803926594,41.8310000000,10.70,USD,1.00000,24.03,"USD",447.59,"USD",,,,,,,,
Market buy,2024-12-10 18:37:40.012,US83548R4020,SONN,"Sonnet BioTherapeutics",,EOF24803926838,300.0000000000,1.93,USD,1.00000,,"USD",579.00,"USD",,,,,,,,
Market sell,2024-12-10 18:40:36.925,US9314271084,WBA,"Walgreens Boots Alliance",,EOF24803927243,100.0000000000,10.73,USD,1.00000,60.45,"USD",1073.00,"USD",,,,,,,,
Market buy,2024-12-10 18:44:22.327,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF24803928194,1000.0000000000,1.10,USD,1.00000,,"USD",1100.00,"USD",,,,,,,,
Market buy,2024-12-10 18:44:54.991,US83417M1045,SEDG,"SolarEdge Technologies",,EOF24803928250,38.0000000000,14.39,USD,1.00000,,"USD",546.82,"USD",,,,,,,,
Market buy,2024-12-10 18:45:21.69,US83417M1045,SEDG,"SolarEdge Technologies",,EOF24803928295,3.0000000000,14.40,USD,1.00000,,"USD",43.20,"USD",,,,,,,,
Market buy,2024-12-10 19:01:05.627,KYG0447T1004,ARBB,"ARB IOT Group",,EOF24803930491,3.0000000000,0.50,USD,1.04895,,"EUR",1.43,"EUR",,,,,,,,
Market buy,2024-12-10 19:01:05.627,KYG0447T1004,ARBB,"ARB IOT Group",,EOF24803930492,13.0000000000,0.50,USD,1.00000,,"USD",6.50,"USD",,,,,,,,
Market sell,2024-12-10 19:21:36.604,US9314271084,WBA,"Walgreens Boots Alliance",,EOF24803932752,100.0000000000,10.55,USD,1.00000,42.45,"USD",1055.00,"USD",,,,,,,,
Market buy,2024-12-10 19:22:31.294,US62914V1061,NIO,"NIO",,EOF24803932856,200.0000000000,4.79,USD,1.00000,,"USD",958.00,"USD",,,,,,,,
Market buy,2024-12-10 19:22:43.774,US62914V1061,NIO,"NIO",,EOF24803932882,16.0000000000,4.79,USD,1.00000,,"USD",76.64,"USD",,,,,,,,
Market buy,2024-12-10 19:23:00.406,US62914V1061,NIO,"NIO",,EOF24803932894,3.0000000000,4.79,USD,1.00000,,"USD",14.37,"USD",,,,,,,,
Market buy,2024-12-10 19:25:23.992,US62914V1061,NIO,"NIO",,EOF24803933136,1.0000000000,4.79,USD,1.00000,,"USD",4.79,"USD",,,,,,,,
Lending interest,2024-12-11 01:53:59.197,,,,"Share lending interest",bd496cea-d529-4fc9-9f1d-f26293210074,,,,,,,0.14,"EUR",,,,,,,,
Interest on cash,2024-12-11 02:01:37.129,,,,"Interest on cash",d4f42497-433c-4263-b235-5999ced4303d,,,,,,,0.01,"USD",,,,,,,,
Market sell,2024-12-11 16:02:39.951,US9314271084,WBA,"Walgreens Boots Alliance",,EOF24850699860,130.0000000000,9.68,USD,1.00000,-57.91,"USD",1258.40,"USD",,,,,,,,
Market buy,2024-12-11 16:02:54.048,US36467W1099,GME,"GameStop",,EOF24850699884,38.0000000000,29.60,USD,1.00000,,"USD",1124.80,"USD",,,,,,,,
Market buy,2024-12-11 16:03:05.679,US36467W1099,GME,"GameStop",,EOF24850699893,4.0000000000,29.59,USD,1.00000,,"USD",118.36,"USD",,,,,,,,
Market sell,2024-12-11 16:34:20.944,US9314271084,WBA,"Walgreens Boots Alliance",,EOF24853056926,200.0000000000,9.62,USD,1.00000,-101.10,"USD",1924.00,"USD",,,,,,,,
Market buy,2024-12-11 16:34:58.226,US72919P2020,PLUG,"Plug Power",,EOF24853057044,700.0000000000,2.43,USD,1.00000,,"USD",1701.00,"USD",,,,,,,,
Market buy,2024-12-11 16:35:20.26,US72919P2020,PLUG,"Plug Power",,EOF24853057114,90.0000000000,2.43,USD,1.00000,,"USD",218.70,"USD",,,,,,,,
Market sell,2024-12-11 17:48:38.586,US76655K1034,RGTI,"Rigetti Computing",,EOF24853065426,1.0000000000,6.50,USD,1.00000,3.44,"USD",6.50,"USD",,,,,,,,
Lending interest,2024-12-12 01:59:34.718,,,,"Share lending interest",9a0b4c89-fe15-4c6a-87d5-1223287b8dd9,,,,,,,1.26,"EUR",,,,,,,,
Interest on cash,2024-12-12 02:01:39.707,,,,"Interest on cash",48fbb479-fa56-4f2d-a468-84a56b287e71,,,,,,,0.02,"USD",,,,,,,,
