Action,Time,ISIN,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Notes,ID,Currency conversion from amount,Currency (Currency conversion from amount),Currency conversion to amount,Currency (Currency conversion to amount),Currency conversion fee,Currency (Currency conversion fee)
Market buy,2024-10-21 19:10:11.087,US55087P1049,LYFT,"Lyft",1.0000000000,13.94,USD,1.00000,,"USD",13.94,"USD",,,,EOF22305852563,,,,,,
Market sell,2024-10-21 19:10:41.418,US8485771021,SAVE,"Spirit Airlines",63.4500000000,2.22,USD,1.00000,13.43,"USD",140.86,"USD",,,,EOF22305852609,,,,,,
Market buy,2024-10-21 19:11:06.409,US55087P1049,LYFT,"Lyft",9.0000000000,13.94,USD,1.00000,,"USD",125.46,"USD",,,,EOF22305852646,,,,,,
Market buy,2024-10-21 19:11:18.885,US55087P1049,LYFT,"Lyft",1.0000000000,13.92,USD,1.00000,,"USD",13.92,"USD",,,,EOF22305852685,,,,,,
Market buy,2024-10-21 19:38:26.943,US76655K1034,RGTI,"Rigetti Computing",400.0000000000,1.29,USD,1.08114,,"EUR",477.99,"EUR",,,,EOF22305856957,,,,,0.72,"EUR"
Interest on cash,2024-10-22 01:01:43.353,,,,,,,,,,0.18,"EUR",,,"Interest on cash",eeba5fb0-214e-4f96-8c7f-35e14878d9d4,,,,,,
Interest on cash,2024-10-22 01:01:43.444,,,,,,,,,,0.04,"USD",,,"Interest on cash",62ef84f0-994b-4296-bd97-7eee44834be8,,,,,,
Lending interest,2024-10-22 01:18:45.94,,,,,,,,,,0.51,"EUR",,,"Share lending interest",13f40d56-d382-420a-8b76-cf03dc2f3f38,,,,,,
Dividend (Dividend),2024-10-22 08:10:42,US2566771059,DG,"Dollar General",1.0000000000,0.50,USD,Not available,,,0.46,"EUR",0.09,USD,,,,,,,,
Market sell,2024-10-22 14:42:17.314,GB00B15KXN58,ALUM,"WisdomTree Aluminium",43.0000000000,3.41,USD,1.00000,1.63,"USD",146.72,"USD",,,,EOF22351579258,,,,,,
Market buy,2024-10-22 14:43:54.55,US60770K1079,MRNA,"Moderna",2.0000000000,53.49,USD,1.00000,,"USD",106.98,"USD",,,,EOF22351579637,,,,,,
Market sell,2024-10-22 18:13:05.551,KYG651631007,JOBY,"Joby Aviation",26.0000000000,6.18,USD,1.00000,26.75,"USD",160.68,"USD",,,,EOF22352813275,,,,,,
Market sell,2024-10-22 18:23:40.012,US98980L1017,ZM,"Zoom Video Communications",13.0000000000,72.18,USD,1.00000,35.10,"USD",938.34,"USD",,,,EOF22352814652,,,,,,
Market sell,2024-10-22 18:26:26.358,KYG651631007,JOBY,"Joby Aviation",27.0000000000,6.08,USD,1.00000,25.08,"USD",164.16,"USD",,,,EOF22352815064,,,,,,
Market buy,2024-10-22 18:30:49.883,US9314271084,WBA,"Walgreens Boots Alliance",50.0000000000,9.68,USD,1.08016,,"EUR",448.75,"EUR",,,,EOF22352815477,,,,,0.67,"EUR"
Market buy,2024-10-22 18:31:15.406,US9314271084,WBA,"Walgreens Boots Alliance",3.9000000000,9.68,USD,1.08017,,"EUR",35.00,"EUR",,,,EOF22352815524,,,,,0.05,"EUR"
Market buy,2024-10-22 18:31:45.548,US9314271084,WBA,"Walgreens Boots Alliance",1.1000000000,9.68,USD,1.00000,,"USD",10.65,"USD",,,,EOF22352815567,,,,,,
Market buy,2024-10-22 18:32:00.109,US9314271084,WBA,"Walgreens Boots Alliance",5.0000000000,9.68,USD,1.00000,,"USD",48.40,"USD",,,,EOF22352815605,,,,,,
Market sell,2024-10-22 19:49:21.325,CA89788C1041,TCNNF,"Trulieve Cannabis",18.9380000000,13.33,USD,1.00000,2.31,"USD",252.44,"USD",,,,EOF22352825520,,,,,,
Market sell,2024-10-22 19:49:22.249,CA89788C1041,TCNNF,"Trulieve Cannabis",46.0340000000,13.33,USD,1.00000,5.63,"USD",613.63,"USD",,,,EOF22352825522,,,,,,
Market sell,2024-10-22 19:49:45.965,CA89788C1041,TCNNF,"Trulieve Cannabis",18.7550000000,13.40,USD,1.00000,3.61,"USD",251.32,"USD",,,,EOF22352825564,,,,,,
Market sell,2024-10-22 19:49:46.99,CA89788C1041,TCNNF,"Trulieve Cannabis",9.2730000000,13.40,USD,1.00000,1.79,"USD",124.26,"USD",,,,EOF22352825568,,,,,,
Market buy,2024-10-22 19:51:31.384,US03945R1023,ACHR,"Archer Aviation",100.0000000000,3.29,USD,1.00000,,"USD",329.00,"USD",,,,EOF22352825726,,,,,,
Market buy,2024-10-22 19:52:01.894,US03945R1023,ACHR,"Archer Aviation",100.0000000000,3.29,USD,1.00000,,"USD",329.00,"USD",,,,EOF22352825786,,,,,,
Market buy,2024-10-22 19:53:44.394,US03945R1023,ACHR,"Archer Aviation",100.0000000000,3.29,USD,1.00000,,"USD",329.00,"USD",,,,EOF22352826050,,,,,,
Market buy,2024-10-22 19:54:06.398,US03945R1023,ACHR,"Archer Aviation",100.0000000000,3.30,USD,1.00000,,"USD",330.00,"USD",,,,EOF22352826082,,,,,,
Market buy,2024-10-22 19:54:17.16,US03945R1023,ACHR,"Archer Aviation",30.0000000000,3.30,USD,1.00000,,"USD",99.00,"USD",,,,EOF22352826101,,,,,,
Market sell,2024-10-22 19:54:55.061,US8522341036,SQ,"Block",13.0000000000,72.87,USD,1.00000,-5.21,"USD",947.31,"USD",,,,EOF22352826181,,,,,,
Market buy,2024-10-22 19:55:13.398,US03945R1023,ACHR,"Archer Aviation",300.0000000000,3.31,USD,1.00000,,"USD",993.00,"USD",,,,EOF22352826229,,,,,,
Market sell,2024-10-22 19:55:50.065,US5533681012,MP,"MP Materials",30.0000000000,18.33,USD,1.00000,32.89,"USD",549.90,"USD",,,,EOF22352826284,,,,,,
Market buy,2024-10-22 19:56:12.924,US03945R1023,ACHR,"Archer Aviation",100.0000000000,3.31,USD,1.00000,,"USD",331.00,"USD",,,,EOF22352826322,,,,,,
Market buy,2024-10-22 19:56:53.927,US03945R1023,ACHR,"Archer Aviation",95.0000000000,3.31,USD,1.00000,,"USD",314.45,"USD",,,,EOF22352826387,,,,,,
Market buy,2024-10-22 19:57:02.188,US03945R1023,ACHR,"Archer Aviation",5.0000000000,3.31,USD,1.00000,,"USD",16.55,"USD",,,,EOF22352826407,,,,,,
Interest on cash,2024-10-23 01:01:47.537,,,,,,,,,,0.13,"EUR",,,"Interest on cash",27ff3b44-d698-42cc-b22f-ff7ebde4d9cf,,,,,,
Interest on cash,2024-10-23 01:01:47.645,,,,,,,,,,0.15,"USD",,,"Interest on cash",5d995d50-7aab-46fe-9fdb-359b14b35cb8,,,,,,
Lending interest,2024-10-23 01:13:08.191,,,,,,,,,,0.42,"EUR",,,"Share lending interest",27698f99-049b-42ab-ad57-4e318c837e4e,,,,,,
Market buy,2024-10-23 14:07:57.017,US9314271084,WBA,"Walgreens Boots Alliance",90.0000000000,9.39,USD,1.00000,,"USD",845.10,"USD",,,,EOF22401484768,,,,,,
Market sell,2024-10-23 14:15:47.492,US55087P1049,LYFT,"Lyft",61.0000000000,13.46,USD,1.00000,-29.26,"USD",821.06,"USD",,,,EOF22401487065,,,,,,
Market buy,2024-10-23 14:16:39.076,US9314271084,WBA,"Walgreens Boots Alliance",80.0000000000,9.36,USD,1.00000,,"USD",748.80,"USD",,,,EOF22401487247,,,,,,
Market buy,2024-10-23 14:16:51.942,US9314271084,WBA,"Walgreens Boots Alliance",10.0000000000,9.35,USD,1.00000,,"USD",93.50,"USD",,,,EOF22401487300,,,,,,
Interest on cash,2024-10-24 01:01:46.602,,,,,,,,,,0.13,"EUR",,,"Interest on cash",7f2818db-da51-4885-81c5-c78e1d0eacd9,,,,,,
Interest on cash,2024-10-24 01:01:46.687,,,,,,,,,,0.04,"USD",,,"Interest on cash",039ed50e-afe8-4648-a372-cd0bbc4bdbc7,,,,,,
Lending interest,2024-10-24 01:05:44.137,,,,,,,,,,0.51,"EUR",,,"Share lending interest",6574d92c-8502-4b69-aefa-e2cc047fe304,,,,,,
Market buy,2024-10-24 19:21:24.843,NL0015000F41,LILM,"Lilium",200.0000000000,0.21,USD,1.00000,,"USD",41.12,"USD",,,,EOF22453408055,,,,,,
Market buy,2024-10-24 19:21:34.298,NL0015000F41,LILM,"Lilium",50.0000000000,0.20,USD,1.00000,,"USD",10.23,"USD",,,,EOF22453408072,,,,,,
Market buy,2024-10-24 19:22:40.204,NL0015000F41,LILM,"Lilium",100.0000000000,0.21,USD,1.08198,,"EUR",19.18,"EUR",,,,EOF22453408153,,,,,0.03,"EUR"
Market buy,2024-10-24 19:23:10.96,NL0015000F41,LILM,"Lilium",170.0000000000,0.21,USD,1.08239,,"EUR",32.31,"EUR",,,,EOF22453408186,,,,,0.05,"EUR"
Market buy,2024-10-24 19:23:30.971,NL0015000F41,LILM,"Lilium",20.0000000000,0.21,USD,1.08232,,"EUR",3.80,"EUR",,,,EOF22453408223,,,,,0.01,"EUR"
Interest on cash,2024-10-25 01:01:50.894,,,,,,,,,,0.12,"EUR",,,"Interest on cash",c8f0ad51-67a8-4d8e-9bc7-2af071a10a74,,,,,,
Interest on cash,2024-10-25 01:01:50.992,,,,,,,,,,0.04,"USD",,,"Interest on cash",23182a85-c4c2-4ea2-8202-c2fab197079c,,,,,,
Lending interest,2024-10-25 01:17:01.341,,,,,,,,,,0.48,"EUR",,,"Share lending interest",a75fe60a-9ae5-4252-8396-731115ba5a0f,,,,,,
Market sell,2024-10-25 08:11:07.844,NL0015000F41,LILM,"Lilium",953.0000000000,0.18,USD,1.00000,-560.64,"USD",170.02,"USD",,,,EOF22454705129,,,,,,
Market sell,2024-10-25 13:47:58.302,US03945R1023,ACHR,"Archer Aviation",123.0000000000,3.09,USD,1.00000,-26.31,"USD",380.07,"USD",,,,EOF22501438062,,,,,,
Market sell,2024-10-25 13:56:50.639,US03945R1023,ACHR,"Archer Aviation",100.0000000000,3.10,USD,1.00000,-20.39,"USD",310.00,"USD",,,,EOF22501441986,,,,,,
Market sell,2024-10-25 13:58:15.3,US76655K1034,RGTI,"Rigetti Computing",400.0000000000,1.29,USD,1.00000,0.00,"USD",516.00,"USD",,,,EOF22501443018,,,,,,
Market sell,2024-10-25 14:23:48.063,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",56.0000000000,13.48,USD,1.00000,-55.37,"USD",754.60,"USD",,,,EOF22502954582,,,,,,
Currency conversion,2024-10-25 14:41:19.41,,,,,,,,,,-1.50,"EUR",,,"1084.85 USD -> 1001.50 EUR",VCSXNLFOGU1LK6X9,1084.85,"USD",1001.50,"EUR",-1.50,"EUR"
Market buy,2024-10-25 14:41:35.045,US01609W1027,AHLA,"Alibaba",10.0000000000,91.20,EUR,1.00000,,"EUR",912.00,"EUR",,,,EOF22502962140,,,,,,
Market buy,2024-10-25 14:41:45.688,US01609W1027,AHLA,"Alibaba",0.9000000000,91.20,EUR,1.00000,,"EUR",82.08,"EUR",,,,EOF22502962219,,,,,,
Market buy,2024-10-25 14:41:59.847,US01609W1027,AHLA,"Alibaba",0.0900000000,91.20,EUR,1.00000,,"EUR",8.21,"EUR",,,,EOF22502962285,,,,,,
Market buy,2024-10-25 14:42:13.438,US01609W1027,AHLA,"Alibaba",0.0110000000,91.20,EUR,1.00000,,"EUR",1.00,"EUR",,,,EOF22502962390,,,,,,
Market buy,2024-10-25 14:52:45.529,US9314271084,WBA,"Walgreens Boots Alliance",100.0000000000,9.48,USD,1.00000,,"USD",948.00,"USD",,,,EOF22502966262,,,,,,
Market buy,2024-10-25 14:53:33.395,US9314271084,WBA,"Walgreens Boots Alliance",9.5000000000,9.47,USD,1.00000,,"USD",89.97,"USD",,,,EOF22502966517,,,,,,
Market buy,2024-10-25 14:53:43.748,US9314271084,WBA,"Walgreens Boots Alliance",0.5000000000,9.47,USD,1.00000,,"USD",4.74,"USD",,,,EOF22502966567,,,,,,
Market buy,2024-10-25 16:03:27.158,US83417M1045,SEDG,"SolarEdge Technologies",2.0000000000,16.20,USD,1.08108,,"EUR",30.01,"EUR",,,,EOF22502981589,,,,,0.04,"EUR"
Interest on cash,2024-10-26 01:01:44.626,,,,,,,,,,0.12,"EUR",,,"Interest on cash",ff26573e-8ac1-4374-83a8-1abad9470ba6,,,,,,
Interest on cash,2024-10-26 01:01:44.713,,,,,,,,,,0.03,"USD",,,"Interest on cash",96b51148-0b51-4a14-b404-4376dfd98e83,,,,,,
Lending interest,2024-10-26 01:09:45.876,,,,,,,,,,0.49,"EUR",,,"Share lending interest",1ff31e39-4b00-4c54-ac52-b6035bd11e4c,,,,,,
Interest on cash,2024-10-27 02:01:45.494,,,,,,,,,,0.13,"EUR",,,"Interest on cash",00576818-4bd0-4b23-884b-260555bd0d6a,,,,,,
Interest on cash,2024-10-27 02:01:45.574,,,,,,,,,,0.04,"USD",,,"Interest on cash",73c7107e-d4e5-41f7-b6cd-5bd24467a152,,,,,,
Interest on cash,2024-10-28 02:01:48.618,,,,,,,,,,0.12,"EUR",,,"Interest on cash",a6afe9e0-cd28-48e7-890d-0762304b9663,,,,,,
Interest on cash,2024-10-28 02:01:48.717,,,,,,,,,,0.04,"USD",,,"Interest on cash",1a531483-f043-4fce-846b-1f56dd5b5289,,,,,,
Lending interest,2024-10-28 02:10:05.076,,,,,,,,,,0.98,"EUR",,,"Share lending interest",64110cb7-0c34-44d5-90c4-157b7bf69266,,,,,,
Interest on cash,2024-10-29 02:01:45.126,,,,,,,,,,0.12,"EUR",,,"Interest on cash",e1b44d66-4a54-439c-a5dd-262a15f57b19,,,,,,
Interest on cash,2024-10-29 02:01:45.212,,,,,,,,,,0.04,"USD",,,"Interest on cash",636071c1-1bc3-4250-b943-ba3fcd721bbe,,,,,,
Lending interest,2024-10-29 02:06:57.791,,,,,,,,,,0.38,"EUR",,,"Share lending interest",9ccb9906-ffdd-4a04-9c56-9b7e2142aa96,,,,,,
Limit sell,2024-10-29 19:38:09.281,US03945R1023,ACHR,"Archer Aviation",360.0000000000,3.33,USD,1.00000,9.40,"USD",1198.80,"USD",,,,EOF22704520404,,,,,,
Withdrawal,2024-10-29 19:38:43.518,,,,,,,,,,-1130.00,"EUR",,,,b52a5cd9-245d-4af1-9e2e-cf660441ab28,,,,,,
Lending interest,2024-10-30 02:00:10.47,,,,,,,,,,0.38,"EUR",,,"Share lending interest",db16f0b8-ac50-405f-9b3f-ca2a6fe85b38,,,,,,
Interest on cash,2024-10-30 02:01:47.254,,,,,,,,,,0.18,"USD",,,"Interest on cash",6bfe2524-9e9e-438b-8115-5d6814cbf6a8,,,,,,
Interest on cash,2024-10-31 02:01:48.518,,,,,,,,,,0.19,"USD",,,"Interest on cash",77932c3a-fe82-49c5-a734-048f510d0d26,,,,,,
Lending interest,2024-10-31 02:06:58.266,,,,,,,,,,0.34,"EUR",,,"Share lending interest",411d6774-1f6f-4e11-aa1b-c3f652b771c5,,,,,,
Interest on cash,2024-11-01 02:01:47.783,,,,,,,,,,0.18,"USD",,,"Interest on cash",5e78ee71-882b-4656-a07f-045a2e1a28de,,,,,,
Lending interest,2024-11-01 02:26:00.982,,,,,,,,,,0.33,"EUR",,,"Share lending interest",60f3ceea-e51d-4a65-bb14-8ebb6238889c,,,,,,
Market sell,2024-11-01 10:36:44.388,US26853E1029,EH,"EHang",4.0000000000,16.80,USD,1.00000,13.39,"USD",67.20,"USD",,,,EOF22806443444,,,,,,
Market buy,2024-11-01 12:02:40.507,US87164U5083,TOVX,"Theriva Biologics",50.0000000000,2.12,USD,1.00000,,"USD",106.00,"USD",,,,EOF22851607994,,,,,,
Market sell,2024-11-01 13:13:27.335,US87164U5083,TOVX,"Theriva Biologics",50.0000000000,2.22,USD,1.00000,5.00,"USD",111.00,"USD",,,,EOF22851616609,,,,,,
Market buy,2024-11-01 14:30:33.619,US1710774076,CDXC,"ChromaDex",20.0000000000,5.32,USD,1.00000,,"USD",106.40,"USD",,,,EOF22853797639,,,,,,
Market buy,2024-11-01 15:05:27.567,US1710774076,CDXC,"ChromaDex",20.0000000000,5.15,USD,1.00000,,"USD",103.00,"USD",,,,EOF22855306902,,,,,,
Market buy,2024-11-01 15:31:24.035,US1710774076,CDXC,"ChromaDex",30.0000000000,5.17,USD,1.00000,,"USD",155.10,"USD",,,,EOF22855312645,,,,,,
Market sell,2024-11-01 16:40:29.086,US1710774076,CDXC,"ChromaDex",36.8600000000,5.20,USD,1.00000,-0.27,"USD",191.67,"USD",,,,EOF22855327285,,,,,,
Market sell,2024-11-01 16:40:31.859,US1710774076,CDXC,"ChromaDex",23.1400000000,5.20,USD,1.00000,-0.16,"USD",120.33,"USD",,,,EOF22855327291,,,,,,
Market buy,2024-11-01 17:10:06.792,AU0000288284,VSTE,"Vast Solar",10.0000000000,5.59,USD,1.00000,,"USD",55.90,"USD",,,,EOF22855330863,,,,,,
Market buy,2024-11-01 17:20:43.394,AU0000288284,VSTE,"Vast Solar",10.0000000000,5.09,USD,1.00000,,"USD",50.90,"USD",,,,EOF22855332457,,,,,,
Market sell,2024-11-01 17:39:08.463,US1710774076,CDXC,"ChromaDex",10.0000000000,5.21,USD,1.00000,0.03,"USD",52.10,"USD",,,,EOF22855334442,,,,,,
Market buy,2024-11-01 17:56:49.08,AU0000288284,VSTE,"Vast Solar",10.0000000000,4.44,USD,1.00000,,"USD",44.40,"USD",,,,EOF22855336797,,,,,,
Market buy,2024-11-01 18:04:44.155,AU0000288284,VSTE,"Vast Solar",10.0000000000,4.66,USD,1.00000,,"USD",46.60,"USD",,,,EOF22855337766,,,,,,
Limit sell,2024-11-01 18:07:18.627,AU0000288284,VSTE,"Vast Solar",10.0000000000,4.99,USD,1.00000,0.45,"USD",49.90,"USD",,,,EOF22855338096,,,,,,
Limit sell,2024-11-01 18:08:31.609,AU0000288284,VSTE,"Vast Solar",20.0000000000,5.35,USD,1.00000,8.10,"USD",107.00,"USD",,,,EOF22855338267,,,,,,
Limit sell,2024-11-01 18:23:45.96,AU0000288284,VSTE,"Vast Solar",10.0000000000,5.95,USD,1.00000,10.05,"USD",59.50,"USD",,,,EOF22855340763,,,,,,
Market buy,2024-11-01 19:59:48.022,US47215P1066,JD,"JD.com",10.0000000000,40.46,USD,1.00000,,"USD",404.60,"USD",,,,EOF22856800531,,,,,,
Interest on cash,2024-11-02 02:01:38.255,,,,,,,,,,0.15,"USD",,,"Interest on cash",064aa6d0-094b-4714-83cf-68c4cda8e4c7,,,,,,
Lending interest,2024-11-02 02:09:40.924,,,,,,,,,,0.33,"EUR",,,"Share lending interest",99f19826-c0dc-4c81-b25c-96d7a88ff467,,,,,,
Interest on cash,2024-11-03 02:01:34.848,,,,,,,,,,0.15,"USD",,,"Interest on cash",4ec5fcf8-b0b5-4625-b326-a1e5b7c6c711,,,,,,
Interest on cash,2024-11-04 02:01:38.382,,,,,,,,,,0.14,"USD",,,"Interest on cash",9733fc34-afcb-4553-b342-1e38c1b40727,,,,,,
Lending interest,2024-11-04 02:12:56.398,,,,,,,,,,0.65,"EUR",,,"Share lending interest",b957beca-9933-409c-a666-76b1e7ab0a38,,,,,,
Market buy,2024-11-04 11:51:42.103,AU0000288284,VSTE,"Vast Solar",5.0000000000,9.36,USD,1.00000,,"USD",46.80,"USD",,,,EOF23001502878,,,,,,
Limit buy,2024-11-04 12:54:59.469,AU0000288284,VSTE,"Vast Solar",5.0000000000,7.08,USD,1.00000,,"USD",35.40,"USD",,,,EOF23001507023,,,,,,
Market buy,2024-11-04 13:25:25.894,AU0000288284,VSTE,"Vast Solar",5.0000000000,7.44,USD,1.00000,,"USD",37.20,"USD",,,,EOF23001509513,,,,,,
Market buy,2024-11-04 14:24:04.272,US00788A2042,ADN,"Advent Technologies",35.0000000000,4.07,USD,1.00000,,"USD",142.45,"USD",,,,EOF23001513610,,,,,,
Limit buy,2024-11-04 14:30:42.391,US67113Y6032,NUWE,"Nuwellis",22.0000000000,2.15,USD,1.00000,,"USD",47.30,"USD",,,,EOF23001535023,,,,,,
Limit sell,2024-11-04 14:35:08.071,US67113Y6032,NUWE,"Nuwellis",22.0000000000,2.49,USD,1.00000,7.48,"USD",54.78,"USD",,,,EOF23001539477,,,,,,
Market buy,2024-11-04 14:49:26.119,US4579852082,IART,"Integra LifeSciences",2.0000000000,23.35,USD,1.00000,,"USD",46.70,"USD",,,,EOF23003615866,,,,,,
Limit buy,2024-11-04 14:57:42.851,AU0000288284,VSTE,"Vast Solar",5.0000000000,6.29,USD,1.00000,,"USD",31.45,"USD",,,,EOF23003618863,,,,,,
Market buy,2024-11-04 15:07:46.632,US67113Y6032,NUWE,"Nuwellis",10.0000000000,2.90,USD,1.00000,,"USD",29.00,"USD",,,,EOF23003621607,,,,,,
Market buy,2024-11-04 15:11:03.671,US67113Y6032,NUWE,"Nuwellis",10.0000000000,3.01,USD,1.00000,,"USD",30.10,"USD",,,,EOF23003622345,,,,,,
Market sell,2024-11-04 15:28:59.267,US4579852082,IART,"Integra LifeSciences",2.0000000000,24.16,USD,1.00000,1.62,"USD",48.32,"USD",,,,EOF23003625798,,,,,,
Limit buy,2024-11-04 16:44:44.681,US00788A2042,ADN,"Advent Technologies",35.0000000000,2.95,USD,1.00000,,"USD",103.25,"USD",,,,EOF23003636144,,,,,,
Limit buy,2024-11-04 17:54:25.123,US67113Y6032,NUWE,"Nuwellis",16.0000000000,2.55,USD,1.00000,,"USD",40.80,"USD",,,,EOF23003644998,,,,,,
Market buy,2024-11-04 19:07:03.664,US67113Y6032,NUWE,"Nuwellis",20.0000000000,2.88,USD,1.00000,,"USD",57.60,"USD",,,,EOF23005851475,,,,,,
Interest on cash,2024-11-05 02:01:33.545,,,,,,,,,,0.08,"USD",,,"Interest on cash",da12765c-1542-41f0-bd03-cca56d8fe5c5,,,,,,
Lending interest,2024-11-05 02:09:39.012,,,,,,,,,,0.33,"EUR",,,"Share lending interest",ab52ef3f-5137-4e20-8bf2-afb63d0ab630,,,,,,
Limit buy,2024-11-05 10:19:36.835,AU0000288284,VSTE,"Vast Solar",10.0000000000,5.43,USD,1.00000,,"USD",54.30,"USD",,,,EOF23005889750,,,,,,
Market buy,2024-11-05 12:59:30.157,US98987D3008,ZVSA,"ZyVersa Therapeutics",30.0000000000,2.66,USD,1.00000,,"USD",79.80,"USD",,,,EOF23005897851,,,,,,
Market buy,2024-11-05 13:34:06.91,US00853E4044,AGFY,"Agrify",10.0000000000,4.50,USD,1.00000,,"USD",45.00,"USD",,,,EOF23050050172,,,,,,
Market sell,2024-11-05 13:52:28.583,US00853E4044,AGFY,"Agrify",5.0000000000,5.56,USD,1.00000,5.30,"USD",27.80,"USD",,,,EOF23050051888,,,,,,
Market sell,2024-11-05 13:53:29.374,US00853E4044,AGFY,"Agrify",3.0000000000,6.44,USD,1.00000,5.82,"USD",19.32,"USD",,,,EOF23050051955,,,,,,
Market sell,2024-11-05 13:54:06.698,US00853E4044,AGFY,"Agrify",2.0000000000,6.52,USD,1.00000,4.04,"USD",13.04,"USD",,,,EOF23050052014,,,,,,
Market sell,2024-11-05 14:03:12.04,US98987D3008,ZVSA,"ZyVersa Therapeutics",10.0000000000,2.91,USD,1.00000,2.50,"USD",29.10,"USD",,,,EOF23050052779,,,,,,
Market sell,2024-11-05 14:04:31.552,US98987D3008,ZVSA,"ZyVersa Therapeutics",15.0000000000,3.27,USD,1.00000,9.15,"USD",49.05,"USD",,,,EOF23050052977,,,,,,
Market sell,2024-11-05 14:05:17.785,US98987D3008,ZVSA,"ZyVersa Therapeutics",5.0000000000,3.06,USD,1.00000,2.00,"USD",15.30,"USD",,,,EOF23050053062,,,,,,
Limit buy,2024-11-05 14:33:29.651,US67113Y6032,NUWE,"Nuwellis",19.0000000000,1.90,USD,1.00000,,"USD",36.10,"USD",,,,EOF23050067881,,,,,,
Market buy,2024-11-05 14:46:06.495,US98987D3008,ZVSA,"ZyVersa Therapeutics",20.0000000000,3.05,USD,1.00000,,"USD",61.00,"USD",,,,EOF23050080358,,,,,,
Market buy,2024-11-05 15:18:28.741,US92719V1008,VMEO,"Vimeo",5.0000000000,6.99,USD,1.00000,,"USD",34.95,"USD",,,,EOF23050091304,,,,,,
Market sell,2024-11-05 15:26:11.134,US92719V1008,VMEO,"Vimeo",5.0000000000,6.92,USD,1.00000,-0.35,"USD",34.60,"USD",,,,EOF23050092742,,,,,,
Market sell,2024-11-05 15:27:27.64,US00788A2042,ADN,"Advent Technologies",40.0000000000,3.55,USD,1.00000,1.60,"USD",142.00,"USD",,,,EOF23050093032,,,,,,
Market sell,2024-11-05 15:32:10.2,US00788A2042,ADN,"Advent Technologies",30.0000000000,3.63,USD,1.00000,3.60,"USD",108.90,"USD",,,,EOF23050093677,,,,,,
Market buy,2024-11-05 17:06:46.443,US09063M2052,BNOX,"Bionomics",300.0000000000,0.58,USD,1.00000,,"USD",174.00,"USD",,,,EOF23052457400,,,,,,
Market buy,2024-11-05 17:09:15.139,US09063M2052,BNOX,"Bionomics",190.0000000000,0.57,USD,1.00000,,"USD",107.96,"USD",,,,EOF23052457671,,,,,,
Market sell,2024-11-05 17:14:50.714,US09063M2052,BNOX,"Bionomics",360.0000000000,0.51,USD,1.00000,-23.55,"USD",183.60,"USD",,,,EOF23052458104,,,,,,
Market sell,2024-11-05 17:15:28.984,US09063M2052,BNOX,"Bionomics",130.0000000000,0.52,USD,1.00000,-6.72,"USD",68.09,"USD",,,,EOF23052458138,,,,,,
Market buy,2024-11-05 19:24:55.255,US45784G2003,ZCAR,"Zoomcar Holdings",8.5000000000,14.52,USD,1.00000,,"USD",123.42,"USD",,,,EOF23052468867,,,,,,
Market sell,2024-11-05 19:27:40.742,US45784G2003,ZCAR,"Zoomcar Holdings",8.5000000000,13.70,USD,1.00000,-6.97,"USD",116.45,"USD",,,,EOF23052469137,,,,,,
Market buy,2024-11-05 19:32:54.382,US45784G2003,ZCAR,"Zoomcar Holdings",15.0000000000,14.65,USD,1.00000,,"USD",219.75,"USD",,,,EOF23052469634,,,,,,
Market sell,2024-11-05 19:34:12.281,US45784G2003,ZCAR,"Zoomcar Holdings",10.0000000000,14.92,USD,1.00000,2.70,"USD",149.20,"USD",,,,EOF23052469724,,,,,,
Market sell,2024-11-05 19:35:03.866,US45784G2003,ZCAR,"Zoomcar Holdings",3.9650000000,15.82,USD,1.00000,4.64,"USD",62.73,"USD",,,,EOF23052469806,,,,,,
Market sell,2024-11-05 19:35:04.812,US45784G2003,ZCAR,"Zoomcar Holdings",1.0350000000,15.84,USD,1.00000,1.23,"USD",16.39,"USD",,,,EOF23052469808,,,,,,
Market buy,2024-11-05 19:48:43.493,AU0000288284,VSTE,"Vast Solar",42.0000000000,5.05,USD,1.00000,,"USD",212.10,"USD",,,,EOF23052471473,,,,,,
Market buy,2024-11-05 19:50:10.768,AU0000288284,VSTE,"Vast Solar",8.0000000000,5.09,USD,1.00000,,"USD",40.72,"USD",,,,EOF23052471601,,,,,,
Market sell,2024-11-05 19:55:21.866,AU0000288284,VSTE,"Vast Solar",50.0000000000,5.72,USD,1.00000,-0.23,"USD",286.00,"USD",,,,EOF23052472585,,,,,,
Market buy,2024-11-05 19:57:05.594,AU0000288284,VSTE,"Vast Solar",14.0000000000,6.20,USD,1.00000,,"USD",86.80,"USD",,,,EOF23052472847,,,,,,
Market sell,2024-11-05 20:14:49.604,AU0000288284,VSTE,"Vast Solar",25.0000000000,6.00,USD,1.00000,3.10,"USD",150.00,"USD",,,,EOF23052475221,,,,,,
Market sell,2024-11-05 20:16:30.48,AU0000288284,VSTE,"Vast Solar",19.0000000000,5.81,USD,1.00000,-1.25,"USD",110.39,"USD",,,,EOF23052475333,,,,,,
