Action,Time,ISIN,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Charge amount,Currency (Charge amount),Deposit fee,Currency (Deposit fee),Notes,ID,Currency conversion fee,Currency (Currency conversion fee)
Market buy,2023-07-25 08:19:59,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",4.0000000000,0.41,USD,1.10335,,"EUR",1.49,"EUR",,,,,,,,EOF3187724465,,
Deposit,2023-07-25 19:14:02,,,,,,,,,,120.00,"EUR",,,120.84,"EUR",-0.84,"EUR","Transaction ID: GRVNDJPPXKTNXPB2",06157f11-527f-404c-8289-9bbaf8ce8981,,
Market buy,2023-07-25 19:14:48,US60770K1079,MRNA,"Moderna",0.9500000000,123.14,USD,1.10475,,"EUR",106.05,"EUR",,,,,,,,EOF3189829814,0.16,"EUR"
Market buy,2023-07-25 19:15:00,US60770K1079,MRNA,"Moderna",0.0500000000,122.99,USD,1.10403,,"EUR",5.58,"EUR",,,,,,,,EOF3189829841,0.01,"EUR"
Market buy,2023-07-25 19:16:11,CA2926717083,UUUU,"Energy Fuels",1.4000000000,6.18,USD,1.10498,,"EUR",7.84,"EUR",,,,,,,,EOF3189829924,0.01,"EUR"
Lending interest,2023-08-03 00:02:44,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",183b78b8-18f2-4c77-8c0a-ec0920ae7932,,
Lending interest,2023-08-08 00:05:56,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",202cd7fa-ba3b-485e-861b-b293c631c97c,,
Deposit,2023-08-08 08:07:59,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",4c2b8882-bf4e-48e4-b273-34e3fc34102f,,
Market buy,2023-08-08 08:08:46,LU1900066207,LBRA,"Amundi MSCI Brazil (Acc)",1.0000000000,19.61,EUR,1.00000,,"EUR",19.61,"EUR",,,,,,,,EOF3220363570,,
Market buy,2023-08-08 08:09:12,LU0832435464,VOOL,"Amundi S&P 500 VIX Futures Enhanced Roll (Acc)",30.0000000000,1.65,EUR,1.00000,,"EUR",49.36,"EUR",,,,,,,,EOF3220363588,,
Market buy,2023-08-08 08:11:33,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",100.0000000000,0.40,USD,1.09749,,"EUR",36.78,"EUR",,,,,,,,EOF3220363814,0.06,"EUR"
Market buy,2023-08-08 08:11:35,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",600.0000000000,0.06,USD,1.09764,,"EUR",34.05,"EUR",,,,,,,,EOF3220363815,0.05,"EUR"
Market buy,2023-08-08 08:22:47,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",20.0000000000,3.60,USD,1.09777,,"EUR",65.76,"EUR",,,,,,,,EOF3220364785,0.10,"EUR"
Market buy,2023-08-08 08:23:00,XS2399367684,SMHS,"Leverage Shares -3x Short Semiconductors",30.0000000000,1.06,USD,1.09778,,"EUR",28.98,"EUR",,,,,,,,EOF3220364794,0.04,"EUR"
Market buy,2023-08-08 08:24:22,LU1900066207,LBRA,"Amundi MSCI Brazil (Acc)",1.0000000000,19.57,EUR,1.00000,,"EUR",19.57,"EUR",,,,,,,,EOF3220364958,,
Market buy,2023-08-08 08:26:28,XS2297593456,SJPM,"Leverage Shares -1x Short JPMorgan",10.0000000000,3.99,USD,1.09788,,"EUR",36.42,"EUR",,,,,,,,EOF3220365096,0.05,"EUR"
Dividend (Dividends paid by foreign corporations),2023-08-08 11:33:50,US6549022043,NOK,"Nokia",33.0326500000,0.02,USD,Not available,,,0.64,"EUR",0.38,USD,,,,,,,,
Interest on cash,2023-08-08 21:02:15,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",aab384ed-e6a7-40d4-8135-1a3f1db53101,,
Lending interest,2023-08-09 00:06:05,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",fe0820aa-98f4-438b-8b88-285ab47fb91c,,
Lending interest,2023-08-09 12:40:53,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest payment for 05/08/2023",004b31dd-1b82-494a-9640-ba0b997080d6,,
Interest on cash,2023-08-09 21:01:54,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",0327210c-a2ed-4316-951d-253c2beea4e5,,
Lending interest,2023-08-10 00:07:15,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",b5f458ab-b8b9-4b85-bae5-cbad65af7de8,,
Interest on cash,2023-08-10 21:01:52,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",0bbcc553-8b5a-497a-9aad-ddc58f4a60a9,,
Lending interest,2023-08-11 00:06:36,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",774360dc-5a6a-4af9-86d6-14e57934237c,,
Lending interest,2023-08-12 00:07:12,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",60985028-5533-4dcd-8530-46347eaf642d,,
Interest on cash,2023-08-12 21:02:13,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",df1c859f-3b40-47dd-b697-e4d1a780238b,,
Interest on cash,2023-08-13 21:02:18,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",8253be81-5dce-4fa7-9f50-5ccc5c5a5e96,,
Lending interest,2023-08-14 00:07:20,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",c95acf7d-5f88-411e-abd5-5f5178eca201,,
Lending interest,2023-08-15 00:07:07,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",5295b579-5d59-46c2-a02a-1512be0d27ea,,
Market buy,2023-08-15 08:57:05,GB00B15KXX56,BULL,"WisdomTree Gold",5.7983060000,19.87,USD,1.09292,,"EUR",105.55,"EUR",,,,,,,,EOF3231208990,0.16,"EUR"
Market buy,2023-08-15 08:57:17,GB00B15KXX56,BULL,"WisdomTree Gold",1.2016940000,19.87,USD,1.09302,,"EUR",21.87,"EUR",,,,,,,,EOF3231208995,0.03,"EUR"
Market buy,2023-08-15 08:58:10,GB00B15KY211,NICK,"WisdomTree Nickel",2.0000000000,18.34,USD,1.09296,,"EUR",33.61,"EUR",,,,,,,,EOF3231209090,0.05,"EUR"
Market buy,2023-08-15 09:01:54,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",500.0000000000,0.06,USD,1.09273,,"EUR",27.86,"EUR",,,,,,,,EOF3231209215,0.04,"EUR"
Market buy,2023-08-15 09:02:26,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",360.0000000000,0.06,USD,1.09247,,"EUR",20.23,"EUR",,,,,,,,EOF3231209231,0.03,"EUR"
Market buy,2023-08-15 09:02:58,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",30.0000000000,0.06,USD,1.09285,,"EUR",1.68,"EUR",,,,,,,,EOF3231209237,,
Lending interest,2023-08-16 00:07:42,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",37b02828-c327-4dd6-bf92-5e2fed5d7d02,,
Lending interest,2023-08-17 00:07:43,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",3d8d19b2-1726-465c-9dc8-d03b01f0c73b,,
Lending interest,2023-08-18 00:07:31,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",51c8f243-286d-433f-af87-fa26e84a9d4a,,
Lending interest,2023-08-19 00:07:11,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",a1992012-701e-4416-bf4f-63ac5a3cffb3,,
Lending interest,2023-08-21 00:07:29,,,,,,,,,,0.03,"EUR",,,,,,,"Share lending interest",77fb1ec5-bfef-49a7-b165-88cd6794bd43,,
Lending interest,2023-08-22 00:07:58,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",292a7b55-2324-45e0-90c7-53b39a785ab9,,
Lending interest,2023-08-24 00:07:59,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",5a3e1a01-1ffc-4345-a67d-b65726ce0c24,,
Lending interest,2023-08-25 00:07:50,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",f85b9df2-7a12-4eba-92b0-443b2203f8f2,,
Lending interest,2023-08-26 00:07:51,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",2df09496-ac99-40cf-a8d4-2cbaf9ef9900,,
Lending interest,2023-08-28 00:07:39,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",2f7031d0-fc05-4c7c-a004-fd59299e969e,,
Lending interest,2023-08-29 00:07:39,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",edcb5f31-05b8-44da-a2af-da10a54309bc,,
Lending interest,2023-08-30 09:16:17,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",a1867a0a-17b1-4126-9443-4bcc104592f8,,
Lending interest,2023-08-31 00:08:02.347,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",4f3bf27b-040e-4e61-838d-9719c95737e2,,
Dividend (Dividends paid by us corporations),2023-08-31 10:08:24,US1252691001,CF,"CF Industries",2.7903901000,0.34,USD,Not available,,,0.87,"EUR",0.17,USD,,,,,,,,
Lending interest,2023-09-01 00:08:04.773,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",e58d8e70-be29-4167-a69c-056383b9ea50,,
Dividend (Dividends paid by us corporations),2023-09-01 12:21:17,US4581401001,INTC,"Intel",3.2014810000,0.11,USD,Not available,,,0.31,"EUR",0.06,USD,,,,,,,,
Lending interest,2023-09-02 00:08:01.538,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",e4df9608-c418-481c-8b6f-e3f155d404cd,,
Lending interest,2023-09-04 00:08:16.542,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",5d5b11a4-118a-47d2-847b-1e961e9df46e,,
Lending interest,2023-09-05 00:09:10.99,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",d669eb52-e45b-4775-9245-929cd8ee85f3,,
Lending interest,2023-09-06 00:09:15.467,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",10c7a79e-1bf3-4589-adf6-cb67b2394236,,
Lending interest,2023-09-07 00:09:12.682,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",34a49548-82c3-4a08-91c3-52ec2576855a,,
Dividend (Dividends paid by foreign corporations),2023-09-07 12:54:01,MHY8162K2046,SBLK,"Star Bulk Carriers",6.6235540000,0.40,USD,Not available,,,2.47,"EUR",0.00,USD,,,,,,,,
Interest on cash,2023-09-07 21:01:56.881,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",465e7f7b-14ac-468d-9d51-179895a81286,,
Lending interest,2023-09-08 00:09:04.217,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",47079b8d-6757-4951-9a57-8c708afd8473,,
Deposit,2023-09-08 07:40:02.902,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",fe89dc0a-5f58-4003-9732-cf5cfcfc9870,,
Dividend (Dividends paid by us corporations),2023-09-08 13:24:29,US0311621009,AMGN,"Amgen",0.4000000000,1.81,USD,Not available,,,0.68,"EUR",0.13,USD,,,,,,,,
Interest on cash,2023-09-08 21:02:36.641,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",4b878812-7637-459f-a270-d6fe69a9b43e,,
Lending interest,2023-09-09 00:08:30.39,,,,,,,,,,0.03,"EUR",,,,,,,"Share lending interest",8156a428-e93a-41d2-9442-d9e9c1f137a7,,
Interest on cash,2023-09-09 21:02:08.8,,,,,,,,,,0.02,"EUR",,,,,,,"Interest on cash",b0cfd9ac-0952-455f-8317-8108df4706be,,
Interest on cash,2023-09-10 21:02:31.516,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",b2e36dc2-77da-45f2-a09c-8a0202b1f523,,
Lending interest,2023-09-11 00:09:15.343,,,,,,,,,,0.05,"EUR",,,,,,,"Share lending interest",8fa5ad36-04ae-4de2-ac99-14407b6355a8,,
Market buy,2023-09-11 13:43:09,US2546871060,DIS,"Walt Disney",1.0000000000,82.04,USD,1.07297,,"EUR",76.57,"EUR",,,,,,,,EOF3280628617,0.11,"EUR"
Market buy,2023-09-11 13:43:51,US81141R1005,SE,"Sea",2.0000000000,38.82,USD,1.07311,,"EUR",72.46,"EUR",,,,,,,,EOF3280629137,0.11,"EUR"
Market buy,2023-09-11 13:44:17,US0311621009,AMGN,"Amgen",0.2000000000,260.28,USD,1.07309,,"EUR",48.58,"EUR",,,,,,,,EOF3280629393,0.07,"EUR"
Market buy,2023-09-11 13:44:51,CA2926717083,UUUU,"Energy Fuels",4.0000000000,7.43,USD,1.07331,,"EUR",27.73,"EUR",,,,,,,,EOF3280629617,0.04,"EUR"
Market buy,2023-09-11 13:45:38,US70450Y1038,PYPL,"PayPal",0.5000000000,61.93,USD,1.07331,,"EUR",28.89,"EUR",,,,,,,,EOF3280630708,0.04,"EUR"
Market buy,2023-09-11 13:48:03,JE00BN7KB664,WEAT,"WisdomTree Wheat",60.0000000000,0.55,USD,1.07219,,"EUR",30.66,"EUR",,,,,,,,EOF3280632307,0.05,"EUR"
Market buy,2023-09-11 13:48:47,GB00B15KXX56,BULL,"WisdomTree Gold",5.0000000000,20.07,USD,1.07242,,"EUR",93.69,"EUR",,,,,,,,EOF3280633714,0.14,"EUR"
Market buy,2023-09-11 13:49:42,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",95.0000000000,0.34,USD,1.07258,,"EUR",30.43,"EUR",,,,,,,,EOF3280634437,0.05,"EUR"
Market buy,2023-09-11 13:50:30,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",593.9620000000,0.06,USD,1.07272,,"EUR",30.78,"EUR",,,,,,,,EOF3280634900,0.05,"EUR"
Interest on cash,2023-09-11 21:02:31.776,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",d6b0d2cf-2ec7-4683-a7b6-99e39809f4c7,,
Lending interest,2023-09-12 00:08:09.861,,,,,,,,,,0.03,"EUR",,,,,,,"Share lending interest",1ba9fc51-73d9-4b25-9b9f-f26cdaef7b01,,
Dividend (Dividends paid by us corporations),2023-09-12 10:30:56,US88579Y1010,MMM,"3M",2.0000000000,1.28,USD,Not available,,,2.37,"EUR",0.45,USD,,,,,,,,
Lending interest,2023-09-13 00:08:53.472,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",b3698b55-b7d4-4b20-93ef-22fbcbca4c8d,,
Dividend (Dividends paid by us corporations),2023-09-13 11:11:52,US4592001014,IBM,"IBM",1.3074221000,1.41,USD,Not available,,,1.72,"EUR",0.33,USD,,,,,,,,
Lending interest,2023-09-14 00:08:57.948,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",a5740e2f-7d6b-4e15-9766-a89848523504,,
Lending interest,2023-09-15 00:08:14.34,,,,,,,,,,0.03,"EUR",,,,,,,"Share lending interest",a280ee6a-fb6c-4dee-8ad0-46e941a0a7d5,,
Market buy,2023-09-15 18:23:44,CA4433003064,HEOFF,"H2O Innovation",8.0000000000,2.03,USD,1.06631,,"EUR",15.25,"EUR",,,,,,,,EOF3500740978,0.02,"EUR"
Interest on cash,2023-09-15 21:02:12.387,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",5c20ce31-0eab-4391-bb7e-0fafec05bd26,,
Lending interest,2023-09-16 00:09:30.991,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",cd2127ac-08a5-461d-98ad-205adc466cbb,,
Lending interest,2023-09-18 00:08:21.312,,,,,,,,,,0.06,"EUR",,,,,,,"Share lending interest",6895a31a-6057-46ce-809f-b79e33d32a8f,,
Lending interest,2023-09-19 00:09:18.885,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",7911f086-8b50-4622-b565-c0dd2bb7d609,,
Lending interest,2023-09-20 00:09:45.783,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",76867dfc-4f89-4592-a514-2b482728e7e3,,
Lending interest,2023-09-21 00:08:25.803,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",65b3dd41-7b25-4ea6-ad34-ef38c8dfb87c,,
Dividend (Dividends paid by us corporations),2023-09-21 08:57:37,US6516391066,NEM,"Newmont",3.0546543300,0.34,USD,Not available,,,0.98,"EUR",0.18,USD,,,,,,,,
Dividend (Dividends paid by us corporations),2023-09-21 09:01:19,US61945C1036,MOS,"Mosaic",6.0003540000,0.17,USD,Not available,,,0.96,"EUR",0.18,USD,,,,,,,,
Interest on cash,2023-09-21 21:02:16.459,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",5147eb18-372f-496f-b178-651bcf44b743,,
Lending interest,2023-09-22 00:09:41.589,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",ccc23aa4-8be3-416e-9ffd-74ae852d6299,,
Lending interest,2023-09-25 00:09:07.01,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",df304cb6-4780-43f9-84ac-3d6d0028ffce,,
Market buy,2023-09-25 16:47:47,US81141R1005,SE,"Sea",0.1000000000,40.56,USD,1.05900,,"EUR",3.84,"EUR",,,,,,,,EOF3901421721,0.01,"EUR"
Interest on cash,2023-09-26 21:02:06.823,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",3d396954-e3e2-41f8-b1bb-53ad1af6b9ac,,
Lending interest,2023-09-29 00:09:59.698,,,,,,,,,,0.04,"EUR",,,,,,,"Share lending interest",f6d30d42-1320-4e56-bb03-c77aecbbea5e,,
Lending interest,2023-09-30 00:08:22.147,,,,,,,,,,0.03,"EUR",,,,,,,"Share lending interest",20df283b-9dde-4875-8ad9-734ce50536b1,,
Lending interest,2023-10-02 00:09:35.801,,,,,,,,,,0.06,"EUR",,,,,,,"Share lending interest",8233ead1-7a17-4d49-b0bf-94db1208f31b,,
Dividend (Dividends paid by us corporations),2023-10-02 08:36:35,US0126531013,ALB,"Albemarle",0.3373253200,0.34,USD,Not available,,,0.11,"EUR",0.02,USD,,,,,,,,
Interest on cash,2023-10-02 21:02:19.763,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",91260147-28af-4682-9c9d-6675e81c4dbd,,
Lending interest,2023-10-03 00:09:06.896,,,,,,,,,,0.04,"EUR",,,,,,,"Share lending interest",5b297805-82e0-41d4-9490-f5928639d618,,
Lending interest,2023-10-04 00:09:14.183,,,,,,,,,,0.03,"EUR",,,,,,,"Share lending interest",ea07255a-df31-4677-8140-546a15ad7b69,,
Dividend (Bonus),2023-10-04 14:59:35,BMG162521014,BIP,"Brookfield Infrastructure Partners",0.1500000000,0.21,USD,Not available,,,0.03,"EUR",0.00,USD,,,,,,,,
Dividend (Dividends paid by foreign corporations),2023-10-04 14:59:45,CA1130041058,BAM,"Brookfield Asset Management",2.0000000000,0.27,USD,Not available,,,0.52,"EUR",0.10,USD,,,,,,,,
Dividend (Ordinary),2023-10-04 14:59:50,BMG162521014,BIP,"Brookfield Infrastructure Partners",0.1500000000,0.13,USD,Not available,,,0.02,"EUR",0.00,USD,,,,,,,,
Lending interest,2023-10-05 00:09:46.692,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",612aca7c-8c6e-4571-aa14-d19fbf11b180,,
Lending interest,2023-10-06 00:09:37.085,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",e7beb1a6-3305-4dc5-afe9-85eb160d970e,,
Lending interest,2023-10-07 00:08:53.063,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",1fabbedb-6754-4d7a-a492-20133994e620,,
Interest on cash,2023-10-07 21:02:21.137,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",31a26581-6be8-4434-a70e-af3e5e8eb8da,,
Lending interest,2023-10-09 00:09:27.787,,,,,,,,,,0.06,"EUR",,,,,,,"Share lending interest",83d9cc85-98a9-46a3-9307-c50871481f01,,
Deposit,2023-10-09 07:15:07.385,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",09448761-9616-48bb-9d9a-4c5f8444d240,,
Market buy,2023-10-09 11:35:29,GB00B15KXX56,BULL,"WisdomTree Gold",10.3187170000,19.25,USD,1.05394,,"EUR",188.70,"EUR",,,,,,,,EOF4450341456,0.28,"EUR"
Market buy,2023-10-09 11:36:04,GB00B15KXX56,BULL,"WisdomTree Gold",1.6812830000,19.26,USD,1.05381,,"EUR",30.77,"EUR",,,,,,,,EOF4450341485,0.05,"EUR"
Market buy,2023-10-09 11:37:06,GB00B15KY328,SLVR,"WisdomTree Silver",3.0000000000,18.71,USD,1.05368,,"EUR",53.35,"EUR",,,,,,,,EOF4450341533,0.08,"EUR"
Market buy,2023-10-09 11:39:12,LU1900066207,LBRA,"Amundi MSCI Brazil (Acc)",2.0000000000,18.82,EUR,1.00000,,"EUR",37.63,"EUR",,,,,,,,EOF4450341605,,
Market buy,2023-10-09 11:39:36,JE00BN7KB664,WEAT,"WisdomTree Wheat",40.0000000000,0.54,USD,1.05345,,"EUR",20.42,"EUR",,,,,,,,EOF4450341626,0.03,"EUR"
Market buy,2023-10-09 11:40:09,JE00B1VS2W53,PHPT,"WisdomTree Physical Platinum",0.7000000000,82.02,USD,1.05366,,"EUR",54.57,"EUR",,,,,,,,EOF4450341650,0.08,"EUR"
Market buy,2023-10-09 11:40:56,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",3.0000000000,0.40,USD,1.05000,,"EUR",1.14,"EUR",,,,,,,,EOF4450341683,,
Market buy,2023-10-09 11:41:52,GB00B15KY211,NICK,"WisdomTree Nickel",1.0000000000,17.21,USD,1.05358,,"EUR",16.35,"EUR",,,,,,,,EOF4450341702,0.02,"EUR"
Market buy,2023-10-09 11:41:52,GB00B15KY211,NICK,"WisdomTree Nickel",0.5000000000,17.21,USD,1.05293,,"EUR",8.18,"EUR",,,,,,,,EOF4450341701,0.01,"EUR"
Market buy,2023-10-09 13:30:10,US5533681012,MP,"MP Materials",2.0000000000,16.64,USD,1.05449,,"EUR",31.61,"EUR",,,,,,,,EOF4500057529,0.05,"EUR"
Lending interest,2023-10-10 00:09:10.725,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",5ccdcf94-14a3-4808-a7b9-0caf08f9a640,,
Market sell,2023-10-11 15:47:08,CA4433003064,HEOFF,"H2O Innovation",92.6400000000,3.07,USD,1.06168,108.40,"EUR",267.48,"EUR",,,,,,,,EOF4600118792,0.40,"EUR"
Market sell,2023-10-11 15:47:10,CA4433003064,HEOFF,"H2O Innovation",44.4105700000,3.07,USD,1.06167,51.96,"EUR",128.23,"EUR",,,,,,,,EOF4600118795,0.19,"EUR"
Market buy,2023-10-11 15:58:53,US2566771059,DG,"Dollar General",1.0000000000,102.73,USD,1.06126,,"EUR",96.95,"EUR",,,,,,,,EOF4600119807,0.15,"EUR"
Market buy,2023-10-11 16:01:01,US60770K1079,MRNA,"Moderna",0.3000000000,103.93,USD,1.06087,,"EUR",29.43,"EUR",,,,,,,,EOF4600119994,0.04,"EUR"
Market buy,2023-10-11 16:01:10,US6516391066,NEM,"Newmont",1.0000000000,38.47,USD,1.06094,,"EUR",36.31,"EUR",,,,,,,,EOF4600120013,0.05,"EUR"
Market buy,2023-10-11 16:01:38,US70450Y1038,PYPL,"PayPal",0.5000000000,57.94,USD,1.06117,,"EUR",27.34,"EUR",,,,,,,,EOF4600120036,0.04,"EUR"
Market buy,2023-10-11 16:02:16,IL0065100930,ZIM,"ZIM Integrated Shipping Services",3.0000000000,9.50,USD,1.06105,,"EUR",26.90,"EUR",,,,,,,,EOF4600120165,0.04,"EUR"
Market buy,2023-10-11 17:54:21,US88579Y1010,MMM,"3M",0.5000000000,90.06,USD,1.05903,,"EUR",42.58,"EUR",,,,,,,,EOF4600129729,0.06,"EUR"
Market buy,2023-10-11 17:55:10,US0126531013,ALB,"Albemarle",0.3000000000,163.72,USD,1.05921,,"EUR",46.44,"EUR",,,,,,,,EOF4600129774,0.07,"EUR"
Market buy,2023-10-11 17:56:41,US0126531013,ALB,"Albemarle",0.0627000000,163.52,USD,1.05916,,"EUR",9.69,"EUR",,,,,,,,EOF4600129827,0.01,"EUR"
Interest on cash,2023-10-11 21:02:06.981,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",0ab50335-6abf-4d2b-bd90-c4951d56d48b,,
Lending interest,2023-10-12 00:10:30.964,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",30ed3df5-96eb-4876-a3b9-55d03495c161,,
Market buy,2023-10-12 09:33:27,XS2595672036,TLT5,"Leverage Shares 5x Long 20+ Year Treasury Bond",10.5000000000,7.87,USD,1.06215,,"EUR",77.89,"EUR",,,,,,,,EOF4600910799,0.12,"EUR"
Dividend (Dividends paid by foreign corporations),2023-10-12 13:19:37,US8740391003,TSM,"Taiwan Semiconductor Manufacturing",0.5869874000,0.37,USD,Not available,,,0.20,"EUR",0.06,USD,,,,,,,,
Lending interest,2023-10-13 00:09:45.93,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",dce2e1a8-04b9-4512-b31e-95148e3531c7,,
Market sell,2023-10-13 13:30:01,US0311621009,AMGN,"Amgen",0.6000000000,285.89,USD,1.05216,31.23,"EUR",162.79,"EUR",,,,,,,,EOF4652031419,0.24,"EUR"
Market buy,2023-10-13 13:34:31,US0718131099,BAX,"Baxter International",2.4690530000,31.79,USD,1.05216,,"EUR",74.71,"EUR",,,,,,,,EOF4652043591,0.11,"EUR"
Market buy,2023-10-13 13:34:34,US0718131099,BAX,"Baxter International",0.5309470000,31.79,USD,1.05229,,"EUR",16.06,"EUR",,,,,,,,EOF4652043624,0.02,"EUR"
Market buy,2023-10-13 13:34:55,US3703341046,GIS,"General Mills",1.2500000000,61.66,USD,1.05207,,"EUR",73.37,"EUR",,,,,,,,EOF4652043822,0.11,"EUR"
Market buy,2023-10-13 13:35:50,XS2595672036,TLT5,"Leverage Shares 5x Long 20+ Year Treasury Bond",1.0766700000,7.36,USD,1.05207,,"EUR",7.54,"EUR",,,,,,,,EOF4700152255,0.01,"EUR"
Market buy,2023-10-13 14:05:33,CA89788C1041,TCNNF,"Trulieve Cannabis",3.0000000000,5.29,USD,1.05238,,"EUR",15.10,"EUR",,,,,,,,EOF4700164391,0.02,"EUR"
Dividend (Dividends paid by foreign corporations),2023-10-13 14:17:49,CA67077M1086,NTR,"Nutrien",3.0018634000,0.45,USD,Not available,,,1.29,"EUR",0.24,USD,,,,,,,,
Market sell,2023-10-13 17:57:13,US2566771059,DG,"Dollar General",0.5000000000,111.93,USD,1.05078,4.86,"EUR",53.18,"EUR",,,,,,,,EOF4701253518,0.08,"EUR"
Market sell,2023-10-13 18:42:37,US81141R1005,SE,"Sea",0.6000000000,45.75,USD,1.05091,4.35,"EUR",26.08,"EUR",,,,,,,,EOF4701257485,0.04,"EUR"
Market buy,2023-10-13 18:46:11,US88579Y1010,MMM,"3M",0.3000000000,88.46,USD,1.05059,,"EUR",25.30,"EUR",,,,,,,,EOF4701257607,0.04,"EUR"
Market buy,2023-10-13 18:46:29,US88579Y1010,MMM,"3M",0.2000000000,88.45,USD,1.05047,,"EUR",16.87,"EUR",,,,,,,,EOF4701257628,0.03,"EUR"
Interest on cash,2023-10-13 21:02:39.915,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",e939f95a-ea38-412f-823e-6d51f3904b98,,
Lending interest,2023-10-14 00:09:12.154,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",40bd67ae-b696-47b6-85e7-e1c891b99242,,
Interest on cash,2023-10-15 21:02:05.077,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",dc03ae6a-e47b-4ba7-b244-f5237f16c33e,,
